,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
326,0 days 01:47:00.429000,MAG,20,0 days 00:01:28.539000,34.0,3.0,0 days 01:45:33.932000,,34.484,18.512,35.543,0 days 01:46:06.361000,0 days 01:46:24.873000,0 days 01:47:00.416000,274.0,299.0,291.0,235.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:45:31.890000,2024-03-24 04:50:15.088,1,14.0,False,,False,False,88.539,88.539
327,0 days 01:48:22.769000,MAG,20,0 days 00:01:22.340000,35.0,3.0,,,28.467,18.179,35.694,0 days 01:47:28.883000,0 days 01:47:47.062000,0 days 01:48:22.756000,276.0,299.0,290.0,294.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:47:00.429000,2024-03-24 04:51:43.627,1,13.0,False,,False,True,82.34,82.34
328,0 days 01:49:44.878000,MAG,20,0 days 00:01:22.109000,36.0,3.0,,,28.474,18.015,35.62,0 days 01:48:51.230000,0 days 01:49:09.245000,0 days 01:49:44.865000,277.0,306.0,292.0,295.0,True,HARD,3.0,True,Haas F1 Team,0 days 01:48:22.769000,2024-03-24 04:53:05.967,1,13.0,False,,False,True,82.109,82.10900000000001
329,0 days 01:51:07.139000,MAG,20,0 days 00:01:22.261000,37.0,3.0,,,28.64,18.008,35.613,0 days 01:50:13.505000,0 days 01:50:31.513000,0 days 01:51:07.126000,,307.0,294.0,297.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:49:44.878000,2024-03-24 04:54:28.076,1,13.0,False,,False,True,82.261,82.261
330,0 days 01:52:29.224000,MAG,20,0 days 00:01:22.085000,38.0,3.0,,,28.649,17.979,35.457,0 days 01:51:35.775000,0 days 01:51:53.754000,0 days 01:52:29.211000,,307.0,294.0,299.0,True,HARD,5.0,True,Haas F1 Team,0 days 01:51:07.139000,2024-03-24 04:55:50.337,1,13.0,False,,False,True,82.085,82.08500000000001
331,0 days 01:53:51.069000,MAG,20,0 days 00:01:21.845000,39.0,3.0,,,28.582,17.962,35.301,0 days 01:52:57.793000,0 days 01:53:15.755000,0 days 01:53:51.056000,279.0,308.0,305.0,,True,HARD,6.0,True,Haas F1 Team,0 days 01:52:29.224000,2024-03-24 04:57:12.422,1,13.0,False,,False,True,81.845,81.845
332,0 days 01:55:12.840000,MAG,20,0 days 00:01:21.771000,40.0,3.0,,,28.346,18.034,35.391,0 days 01:54:19.402000,0 days 01:54:37.436000,0 days 01:55:12.827000,,310.0,305.0,317.0,True,HARD,7.0,True,Haas F1 Team,0 days 01:53:51.069000,2024-03-24 04:58:34.267,1,13.0,False,,False,True,81.771,81.77099999999999
333,0 days 01:56:36.029000,MAG,20,0 days 00:01:23.189000,41.0,3.0,,,29.007,18.687,35.495,0 days 01:55:41.834000,0 days 01:56:00.521000,0 days 01:56:36.016000,245.0,324.0,305.0,318.0,False,HARD,8.0,True,Haas F1 Team,0 days 01:55:12.840000,2024-03-24 04:59:56.038,1,12.0,False,,False,True,83.189,83.189
334,0 days 01:57:57.943000,MAG,20,0 days 00:01:21.914000,42.0,3.0,,,28.45,17.579,35.885,0 days 01:57:04.466000,0 days 01:57:22.045000,0 days 01:57:57.930000,281.0,336.0,305.0,317.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:56:36.029000,2024-03-24 05:01:19.227,1,12.0,False,,False,True,81.914,81.91399999999999
335,0 days 01:59:19.996000,MAG,20,0 days 00:01:22.053000,43.0,3.0,,,28.314,17.657,36.082,0 days 01:58:26.244000,0 days 01:58:43.901000,0 days 01:59:19.983000,279.0,325.0,305.0,316.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:57:57.943000,2024-03-24 05:02:41.141,1,12.0,False,,False,True,82.053,82.053
336,0 days 02:00:41.078000,MAG,20,0 days 00:01:21.082000,44.0,3.0,,,28.418,17.488,35.176,0 days 01:59:48.401000,0 days 02:00:05.889000,0 days 02:00:41.065000,282.0,334.0,293.0,315.0,True,HARD,11.0,True,Haas F1 Team,0 days 01:59:19.996000,2024-03-24 05:04:03.194,1,11.0,False,,False,True,81.082,81.082
337,0 days 02:02:02.715000,MAG,20,0 days 00:01:21.637000,45.0,3.0,,,28.428,18.032,35.177,0 days 02:01:09.493000,0 days 02:01:27.525000,0 days 02:02:02.702000,277.0,302.0,293.0,296.0,False,HARD,12.0,True,Haas F1 Team,0 days 02:00:41.078000,2024-03-24 05:05:24.276,1,11.0,False,,False,True,81.637,81.637
338,0 days 02:03:24.178000,MAG,20,0 days 00:01:21.463000,46.0,3.0,,,28.385,17.994,35.084,0 days 02:02:31.087000,0 days 02:02:49.081000,0 days 02:03:24.165000,279.0,304.0,293.0,297.0,False,HARD,13.0,True,Haas F1 Team,0 days 02:02:02.715000,2024-03-24 05:06:45.913,1,11.0,False,,False,True,81.463,81.46300000000001
339,0 days 02:04:45.716000,MAG,20,0 days 00:01:21.538000,47.0,3.0,,,28.307,17.952,35.279,0 days 02:03:52.472000,0 days 02:04:10.424000,0 days 02:04:45.703000,,305.0,293.0,,False,HARD,14.0,True,Haas F1 Team,0 days 02:03:24.178000,2024-03-24 05:08:07.376,1,11.0,False,,False,True,81.538,81.53800000000001
340,0 days 02:06:07.386000,MAG,20,0 days 00:01:21.670000,48.0,3.0,,,28.41,17.98,35.28,0 days 02:05:14.113000,0 days 02:05:32.093000,0 days 02:06:07.373000,278.0,302.0,293.0,,False,HARD,15.0,True,Haas F1 Team,0 days 02:04:45.716000,2024-03-24 05:09:28.914,1,11.0,False,,False,True,81.67,81.67
341,0 days 02:07:28.772000,MAG,20,0 days 00:01:21.386000,49.0,3.0,,,28.312,17.874,35.2,0 days 02:06:35.685000,0 days 02:06:53.559000,0 days 02:07:28.759000,279.0,304.0,293.0,,False,HARD,16.0,True,Haas F1 Team,0 days 02:06:07.386000,2024-03-24 05:10:50.584,1,11.0,False,,False,True,81.386,81.386
342,0 days 02:08:50.438000,MAG,20,0 days 00:01:21.666000,50.0,3.0,,,28.432,18.004,35.23,0 days 02:07:57.191000,0 days 02:08:15.195000,0 days 02:08:50.425000,280.0,303.0,293.0,,False,HARD,17.0,True,Haas F1 Team,0 days 02:07:28.772000,2024-03-24 05:12:11.970,1,11.0,False,,False,True,81.666,81.666
343,0 days 02:10:11.858000,MAG,20,0 days 00:01:21.420000,51.0,3.0,,,28.391,17.891,35.138,0 days 02:09:18.816000,0 days 02:09:36.707000,0 days 02:10:11.845000,,303.0,292.0,298.0,False,HARD,18.0,True,Haas F1 Team,0 days 02:08:50.438000,2024-03-24 05:13:33.636,1,11.0,False,,False,True,81.42,81.41999999999999
344,0 days 02:11:33.489000,MAG,20,0 days 00:01:21.631000,52.0,3.0,,,28.441,18.011,35.179,0 days 02:10:40.286000,0 days 02:10:58.297000,0 days 02:11:33.476000,,303.0,293.0,296.0,False,HARD,19.0,True,Haas F1 Team,0 days 02:10:11.858000,2024-03-24 05:14:55.056,1,11.0,False,,False,True,81.631,81.631
345,0 days 02:12:55.152000,MAG,20,0 days 00:01:21.663000,53.0,3.0,,,28.371,17.973,35.319,0 days 02:12:01.847000,0 days 02:12:19.820000,0 days 02:12:55.139000,279.0,303.0,293.0,297.0,False,HARD,20.0,True,Haas F1 Team,0 days 02:11:33.489000,2024-03-24 05:16:16.687,1,11.0,False,,False,True,81.663,81.663
346,0 days 02:14:20.407000,MAG,20,0 days 00:01:25.255000,54.0,3.0,,,28.606,18.056,38.593,0 days 02:13:23.745000,0 days 02:13:41.801000,0 days 02:14:20.394000,275.0,302.0,289.0,,False,HARD,21.0,True,Haas F1 Team,0 days 02:12:55.152000,2024-03-24 05:17:38.350,1,11.0,False,,False,True,85.255,85.25500000000001
347,0 days 02:15:45.358000,MAG,20,0 days 00:01:24.951000,55.0,3.0,,,29.244,18.362,37.345,0 days 02:14:49.638000,0 days 02:15:08,0 days 02:15:45.345000,274.0,299.0,305.0,293.0,False,HARD,22.0,True,Haas F1 Team,0 days 02:14:20.407000,2024-03-24 05:19:03.605,1,11.0,False,,False,True,84.951,84.951
348,0 days 02:17:08.556000,MAG,20,0 days 00:01:23.198000,56.0,3.0,,,28.619,18.156,36.423,0 days 02:16:13.964000,0 days 02:16:32.120000,0 days 02:17:08.543000,279.0,304.0,251.0,315.0,False,HARD,23.0,True,Haas F1 Team,0 days 02:15:45.358000,2024-03-24 05:20:28.556,1,11.0,False,,False,True,83.198,83.19800000000001
349,0 days 02:19:00.500000,MAG,20,0 days 00:01:51.944000,57.0,3.0,,,38.574,29.849,43.521,0 days 02:17:47.117000,0 days 02:18:16.966000,0 days 02:19:00.487000,155.0,280.0,230.0,258.0,False,HARD,24.0,True,Haas F1 Team,0 days 02:17:08.556000,2024-03-24 05:21:51.754,2,10.0,False,,False,True,111.944,111.944
350,0 days 01:00:02.881000,TSU,22,0 days 00:01:33.305000,1.0,1.0,,,,18.561,37.078,,0 days 00:59:25.779000,0 days 01:00:03.007000,271.0,307.0,289.0,250.0,False,MEDIUM,1.0,True,RB,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,9.0,False,,False,False,93.305,
351,0 days 01:01:26.688000,TSU,22,0 days 00:01:23.807000,2.0,1.0,,,29.709,18.016,36.082,0 days 01:00:32.551000,0 days 01:00:50.567000,0 days 01:01:26.649000,273.0,326.0,303.0,286.0,True,MEDIUM,2.0,True,RB,0 days 01:00:02.881000,2024-03-24 04:04:46.079,1,9.0,False,,False,True,83.807,83.80699999999999
352,0 days 01:02:49.891000,TSU,22,0 days 00:01:23.203000,3.0,1.0,,,29.009,18.089,36.105,0 days 01:01:55.658000,0 days 01:02:13.747000,0 days 01:02:49.852000,,327.0,302.0,310.0,True,MEDIUM,3.0,True,RB,0 days 01:01:26.688000,2024-03-24 04:06:09.886,1,9.0,False,,False,True,83.203,83.203
353,0 days 01:04:13.325000,TSU,22,0 days 00:01:23.434000,4.0,1.0,,,29.05,18.104,36.28,0 days 01:03:18.902000,0 days 01:03:37.006000,0 days 01:04:13.286000,,329.0,301.0,308.0,False,MEDIUM,4.0,True,RB,0 days 01:02:49.891000,2024-03-24 04:07:33.089,1,8.0,False,,False,True,83.434,83.434
354,0 days 01:05:36.635000,TSU,22,0 days 00:01:23.310000,5.0,1.0,,,29.072,18.048,36.19,0 days 01:04:42.358000,0 days 01:05:00.406000,0 days 01:05:36.596000,274.0,327.0,303.0,310.0,False,MEDIUM,5.0,True,RB,0 days 01:04:13.325000,2024-03-24 04:08:56.523,1,8.0,False,,False,True,83.31,83.31
355,0 days 01:07:00.080000,TSU,22,0 days 00:01:23.445000,6.0,1.0,,,29.026,18.115,36.304,0 days 01:06:05.622000,0 days 01:06:23.737000,0 days 01:07:00.041000,275.0,329.0,292.0,,False,MEDIUM,6.0,True,RB,0 days 01:05:36.635000,2024-03-24 04:10:19.833,1,8.0,False,,False,True,83.445,83.445
356,0 days 01:08:22.944000,TSU,22,0 days 00:01:22.864000,7.0,1.0,,,28.848,17.947,36.069,0 days 01:07:28.889000,0 days 01:07:46.836000,0 days 01:08:22.905000,276.0,330.0,301.0,302.0,True,MEDIUM,7.0,True,RB,0 days 01:07:00.080000,2024-03-24 04:11:43.278,1,8.0,False,,False,True,82.864,82.864
357,0 days 01:09:46.325000,TSU,22,0 days 00:01:23.381000,8.0,1.0,,,28.869,18.224,36.288,0 days 01:08:51.774000,0 days 01:09:09.998000,0 days 01:09:46.286000,275.0,312.0,289.0,309.0,False,MEDIUM,8.0,True,RB,0 days 01:08:22.944000,2024-03-24 04:13:06.142,1,6.0,False,,False,True,83.381,83.381
358,0 days 01:11:24.535000,TSU,22,0 days 00:01:38.210000,9.0,1.0,,0 days 01:11:08.035000,29.13,18.328,50.752,0 days 01:10:15.416000,0 days 01:10:33.744000,0 days 01:11:24.496000,274.0,307.0,,299.0,False,MEDIUM,9.0,True,RB,0 days 01:09:46.325000,2024-03-24 04:14:29.523,1,9.0,False,,False,False,98.21,98.21000000000001
359,0 days 01:12:54.427000,TSU,22,0 days 00:01:29.892000,10.0,2.0,0 days 01:11:26.560000,,35.218,18.534,36.14,0 days 01:11:59.714000,0 days 01:12:18.248000,0 days 01:12:54.388000,272.0,305.0,289.0,227.0,False,HARD,1.0,True,RB,0 days 01:11:24.535000,2024-03-24 04:16:07.733,1,12.0,False,,False,False,89.892,89.892
360,0 days 01:14:17.325000,TSU,22,0 days 00:01:22.898000,11.0,2.0,,,28.912,18.29,35.696,0 days 01:13:23.300000,0 days 01:13:41.590000,0 days 01:14:17.286000,273.0,306.0,289.0,296.0,False,HARD,2.0,True,RB,0 days 01:12:54.427000,2024-03-24 04:17:37.625,1,12.0,False,,False,True,82.898,82.898
361,0 days 01:15:40.124000,TSU,22,0 days 00:01:22.799000,12.0,2.0,,,28.776,18.268,35.755,0 days 01:14:46.062000,0 days 01:15:04.330000,0 days 01:15:40.085000,,307.0,290.0,,True,HARD,3.0,True,RB,0 days 01:14:17.325000,2024-03-24 04:19:00.523,1,12.0,False,,False,True,82.799,82.799
362,0 days 01:17:03.156000,TSU,22,0 days 00:01:23.032000,13.0,2.0,,,28.72,18.212,36.1,0 days 01:16:08.805000,0 days 01:16:27.017000,0 days 01:17:03.117000,274.0,309.0,289.0,297.0,False,HARD,4.0,True,RB,0 days 01:15:40.124000,2024-03-24 04:20:23.322,1,12.0,False,,False,True,83.032,83.03200000000001
363,0 days 01:18:25.979000,TSU,22,0 days 00:01:22.823000,14.0,2.0,,,28.795,18.235,35.793,0 days 01:17:31.912000,0 days 01:17:50.147000,0 days 01:18:25.940000,,309.0,289.0,,False,HARD,5.0,True,RB,0 days 01:17:03.156000,2024-03-24 04:21:46.354,1,12.0,False,,False,True,82.823,82.82300000000001
364,0 days 01:19:49.315000,TSU,22,0 days 00:01:23.336000,15.0,2.0,,,29.078,18.251,36.007,0 days 01:18:55.018000,0 days 01:19:13.269000,0 days 01:19:49.276000,275.0,311.0,291.0,293.0,False,HARD,6.0,True,RB,0 days 01:18:25.979000,2024-03-24 04:23:09.177,1,12.0,False,,False,True,83.336,83.336
365,0 days 01:21:12.567000,TSU,22,0 days 00:01:23.252000,16.0,2.0,,,28.921,18.224,36.107,0 days 01:20:18.197000,0 days 01:20:36.421000,0 days 01:21:12.528000,277.0,312.0,291.0,296.0,False,HARD,7.0,True,RB,0 days 01:19:49.315000,2024-03-24 04:24:32.513,1,11.0,False,,False,True,83.252,83.252
366,0 days 01:22:56.144000,TSU,22,0 days 00:01:43.577000,17.0,2.0,,,29.124,29.75,44.703,0 days 01:21:41.652000,0 days 01:22:11.402000,0 days 01:22:56.105000,273.0,273.0,245.0,299.0,False,HARD,8.0,True,RB,0 days 01:21:12.567000,2024-03-24 04:25:55.765,267,9.0,False,,False,False,103.577,103.577
367,0 days 01:24:21.036000,TSU,22,0 days 00:01:24.892000,18.0,2.0,,,30.803,18.123,35.966,0 days 01:23:26.908000,0 days 01:23:45.031000,0 days 01:24:20.997000,274.0,311.0,291.0,228.0,False,HARD,9.0,True,RB,0 days 01:22:56.144000,2024-03-24 04:27:39.342,7,9.0,False,,False,False,84.892,84.892
368,0 days 01:25:44.030000,TSU,22,0 days 00:01:22.994000,19.0,2.0,,,28.9,18.234,35.86,0 days 01:24:49.897000,0 days 01:25:08.131000,0 days 01:25:43.991000,,310.0,290.0,299.0,False,HARD,10.0,True,RB,0 days 01:24:21.036000,2024-03-24 04:29:04.234,1,9.0,False,,False,True,82.994,82.994
369,0 days 01:27:07.078000,TSU,22,0 days 00:01:23.048000,20.0,2.0,,,28.775,18.134,36.139,0 days 01:26:12.766000,0 days 01:26:30.900000,0 days 01:27:07.039000,278.0,311.0,290.0,,False,HARD,11.0,True,RB,0 days 01:25:44.030000,2024-03-24 04:30:27.228,1,9.0,False,,False,True,83.048,83.048
370,0 days 01:28:30.046000,TSU,22,0 days 00:01:22.968000,21.0,2.0,,,28.808,18.25,35.91,0 days 01:27:35.847000,0 days 01:27:54.097000,0 days 01:28:30.007000,276.0,311.0,291.0,296.0,False,HARD,12.0,True,RB,0 days 01:27:07.078000,2024-03-24 04:31:50.276,1,9.0,False,,False,True,82.968,82.96799999999999
371,0 days 01:29:52.719000,TSU,22,0 days 00:01:22.673000,22.0,2.0,,,28.789,18.167,35.717,0 days 01:28:58.796000,0 days 01:29:16.963000,0 days 01:29:52.680000,277.0,311.0,289.0,298.0,True,HARD,13.0,True,RB,0 days 01:28:30.046000,2024-03-24 04:33:13.244,1,9.0,False,,False,True,82.673,82.673
372,0 days 01:31:15.672000,TSU,22,0 days 00:01:22.953000,23.0,2.0,,,28.884,18.167,35.902,0 days 01:30:21.564000,0 days 01:30:39.731000,0 days 01:31:15.633000,275.0,309.0,289.0,,False,HARD,14.0,True,RB,0 days 01:29:52.719000,2024-03-24 04:34:35.917,1,9.0,False,,False,True,82.953,82.953
373,0 days 01:32:38.698000,TSU,22,0 days 00:01:23.026000,24.0,2.0,,,28.864,18.186,35.976,0 days 01:31:44.497000,0 days 01:32:02.683000,0 days 01:32:38.659000,277.0,310.0,289.0,296.0,False,HARD,15.0,True,RB,0 days 01:31:15.672000,2024-03-24 04:35:58.870,1,9.0,False,,False,True,83.026,83.026
374,0 days 01:34:01.699000,TSU,22,0 days 00:01:23.001000,25.0,2.0,,,28.961,18.23,35.81,0 days 01:33:07.620000,0 days 01:33:25.850000,0 days 01:34:01.660000,276.0,309.0,289.0,,False,HARD,16.0,True,RB,0 days 01:32:38.698000,2024-03-24 04:37:21.896,1,9.0,False,,False,True,83.001,83.001
375,0 days 01:35:25.001000,TSU,22,0 days 00:01:23.302000,26.0,2.0,,,28.853,18.222,36.227,0 days 01:34:30.513000,0 days 01:34:48.735000,0 days 01:35:24.962000,,307.0,289.0,,False,HARD,17.0,True,RB,0 days 01:34:01.699000,2024-03-24 04:38:44.897,1,9.0,False,,False,True,83.302,83.30199999999999
376,0 days 01:36:48.249000,TSU,22,0 days 00:01:23.248000,27.0,2.0,,,29.0,18.22,36.028,0 days 01:35:53.962000,0 days 01:36:12.182000,0 days 01:36:48.210000,274.0,309.0,289.0,298.0,False,HARD,18.0,True,RB,0 days 01:35:25.001000,2024-03-24 04:40:08.199,1,9.0,False,,False,True,83.248,83.24799999999999
377,0 days 01:38:11.324000,TSU,22,0 days 00:01:23.075000,28.0,2.0,,,28.872,18.218,35.985,0 days 01:37:17.082000,0 days 01:37:35.300000,0 days 01:38:11.285000,275.0,308.0,289.0,,False,HARD,19.0,True,RB,0 days 01:36:48.249000,2024-03-24 04:41:31.447,1,9.0,False,,False,True,83.075,83.075
378,0 days 01:39:34.822000,TSU,22,0 days 00:01:23.498000,29.0,2.0,,,29.078,18.314,36.106,0 days 01:38:40.363000,0 days 01:38:58.677000,0 days 01:39:34.783000,,306.0,288.0,296.0,False,HARD,20.0,True,RB,0 days 01:38:11.324000,2024-03-24 04:42:54.522,1,9.0,False,,False,True,83.498,83.49799999999999
379,0 days 01:40:58.204000,TSU,22,0 days 00:01:23.382000,30.0,2.0,,,28.979,18.32,36.083,0 days 01:40:03.762000,0 days 01:40:22.082000,0 days 01:40:58.165000,276.0,309.0,289.0,298.0,False,HARD,21.0,True,RB,0 days 01:39:34.822000,2024-03-24 04:44:18.020,1,9.0,False,,False,True,83.382,83.382
380,0 days 01:42:21.571000,TSU,22,0 days 00:01:23.367000,31.0,2.0,,,29.068,18.3,35.999,0 days 01:41:27.233000,0 days 01:41:45.533000,0 days 01:42:21.532000,,307.0,289.0,297.0,False,HARD,22.0,True,RB,0 days 01:40:58.204000,2024-03-24 04:45:41.402,1,9.0,False,,False,True,83.367,83.367
381,0 days 01:43:44.961000,TSU,22,0 days 00:01:23.390000,32.0,2.0,,,29.119,18.318,35.953,0 days 01:42:50.651000,0 days 01:43:08.969000,0 days 01:43:44.922000,275.0,306.0,288.0,299.0,False,HARD,23.0,True,RB,0 days 01:42:21.571000,2024-03-24 04:47:04.769,1,9.0,False,,False,True,83.39,83.39
382,0 days 01:45:08.187000,TSU,22,0 days 00:01:23.226000,33.0,2.0,,,29.053,18.274,35.899,0 days 01:44:13.975000,0 days 01:44:32.249000,0 days 01:45:08.148000,,306.0,288.0,297.0,False,HARD,24.0,True,RB,0 days 01:43:44.961000,2024-03-24 04:48:28.159,1,9.0,False,,False,True,83.226,83.226
383,0 days 01:46:31.510000,TSU,22,0 days 00:01:23.323000,34.0,2.0,,,29.019,18.339,35.965,0 days 01:45:37.167000,0 days 01:45:55.506000,0 days 01:46:31.471000,274.0,305.0,289.0,,False,HARD,25.0,True,RB,0 days 01:45:08.187000,2024-03-24 04:49:51.385,1,9.0,False,,False,True,83.323,83.32300000000001
384,0 days 01:47:54.799000,TSU,22,0 days 00:01:23.289000,35.0,2.0,,,29.056,18.349,35.884,0 days 01:47:00.527000,0 days 01:47:18.876000,0 days 01:47:54.760000,275.0,305.0,289.0,299.0,False,HARD,26.0,True,RB,0 days 01:46:31.510000,2024-03-24 04:51:14.708,1,9.0,False,,False,True,83.289,83.289
385,0 days 01:49:31.955000,TSU,22,0 days 00:01:37.156000,36.0,2.0,,0 days 01:49:16.525000,29.164,18.289,49.703,0 days 01:48:23.924000,0 days 01:48:42.213000,0 days 01:49:31.916000,274.0,308.0,,298.0,False,HARD,27.0,True,RB,0 days 01:47:54.799000,2024-03-24 04:52:37.997,1,9.0,False,,False,False,97.156,97.156
386,0 days 01:51:01.099000,TSU,22,0 days 00:01:29.144000,37.0,3.0,0 days 01:49:34.003000,,35.017,18.451,35.676,0 days 01:50:06.933000,0 days 01:50:25.384000,0 days 01:51:01.060000,271.0,301.0,289.0,227.0,False,HARD,1.0,True,RB,0 days 01:49:31.955000,2024-03-24 04:54:15.153,1,10.0,False,,False,False,89.144,89.144
387,0 days 01:52:23.023000,TSU,22,0 days 00:01:21.924000,38.0,3.0,,,28.555,18.135,35.234,0 days 01:51:29.615000,0 days 01:51:47.750000,0 days 01:52:22.984000,275.0,310.0,292.0,294.0,True,HARD,2.0,True,RB,0 days 01:51:01.099000,2024-03-24 04:55:44.297,1,10.0,False,,False,True,81.924,81.924
388,0 days 01:53:45.270000,TSU,22,0 days 00:01:22.247000,39.0,3.0,,,28.595,18.154,35.498,0 days 01:52:51.579000,0 days 01:53:09.733000,0 days 01:53:45.231000,272.0,306.0,302.0,297.0,False,HARD,3.0,True,RB,0 days 01:52:23.023000,2024-03-24 04:57:06.221,1,10.0,False,,False,True,82.247,82.24699999999999
389,0 days 01:55:08.488000,TSU,22,0 days 00:01:23.218000,40.0,3.0,,,28.834,17.732,36.652,0 days 01:54:14.065000,0 days 01:54:31.797000,0 days 01:55:08.449000,278.0,330.0,290.0,305.0,False,HARD,4.0,True,RB,0 days 01:53:45.270000,2024-03-24 04:58:28.468,1,9.0,False,,False,True,83.218,83.218
390,0 days 01:56:30.252000,TSU,22,0 days 00:01:21.764000,41.0,3.0,,,28.515,18.091,35.158,0 days 01:55:36.964000,0 days 01:55:55.055000,0 days 01:56:30.213000,276.0,307.0,290.0,294.0,True,HARD,5.0,True,RB,0 days 01:55:08.488000,2024-03-24 04:59:51.686,1,9.0,False,,False,True,81.764,81.76400000000001
391,0 days 01:57:52.036000,TSU,22,0 days 00:01:21.784000,42.0,3.0,,,28.437,18.099,35.248,0 days 01:56:58.650000,0 days 01:57:16.749000,0 days 01:57:51.997000,275.0,306.0,290.0,298.0,False,HARD,6.0,True,RB,0 days 01:56:30.252000,2024-03-24 05:01:13.450,1,9.0,False,,False,True,81.784,81.78399999999999
392,0 days 01:59:13.964000,TSU,22,0 days 00:01:21.928000,43.0,3.0,,,28.484,18.093,35.351,0 days 01:58:20.481000,0 days 01:58:38.574000,0 days 01:59:13.925000,276.0,306.0,290.0,297.0,False,HARD,7.0,True,RB,0 days 01:57:52.036000,2024-03-24 05:02:35.234,1,9.0,False,,False,True,81.928,81.928
393,0 days 02:00:35.788000,TSU,22,0 days 00:01:21.824000,44.0,3.0,,,28.49,18.101,35.233,0 days 01:59:42.415000,0 days 02:00:00.516000,0 days 02:00:35.749000,,306.0,291.0,,False,HARD,8.0,True,RB,0 days 01:59:13.964000,2024-03-24 05:03:57.162,1,9.0,False,,False,True,81.824,81.82399999999998
394,0 days 02:01:57.484000,TSU,22,0 days 00:01:21.696000,45.0,3.0,,,28.467,18.092,35.137,0 days 02:01:04.216000,0 days 02:01:22.308000,0 days 02:01:57.445000,,305.0,291.0,,True,HARD,9.0,True,RB,0 days 02:00:35.788000,2024-03-24 05:05:18.986,1,9.0,False,,False,True,81.696,81.696
395,0 days 02:03:18.618000,TSU,22,0 days 00:01:21.134000,46.0,3.0,,,28.246,18.038,34.85,0 days 02:02:25.691000,0 days 02:02:43.729000,0 days 02:03:18.579000,277.0,306.0,292.0,298.0,True,HARD,10.0,True,RB,0 days 02:01:57.484000,2024-03-24 05:06:40.682,1,9.0,False,,False,True,81.134,81.134
396,0 days 02:04:39.872000,TSU,22,0 days 00:01:21.254000,47.0,3.0,,,28.261,18.02,34.973,0 days 02:03:46.840000,0 days 02:04:04.860000,0 days 02:04:39.833000,276.0,308.0,291.0,,False,HARD,11.0,True,RB,0 days 02:03:18.618000,2024-03-24 05:08:01.816,1,9.0,False,,False,True,81.254,81.25399999999999
397,0 days 02:06:01.046000,TSU,22,0 days 00:01:21.174000,48.0,3.0,,,28.276,18.014,34.884,0 days 02:05:08.109000,0 days 02:05:26.123000,0 days 02:06:01.007000,277.0,308.0,291.0,296.0,False,HARD,12.0,True,RB,0 days 02:04:39.872000,2024-03-24 05:09:23.070,1,9.0,False,,False,True,81.174,81.174
398,0 days 02:07:22.349000,TSU,22,0 days 00:01:21.303000,49.0,3.0,,,28.282,18.017,35.004,0 days 02:06:29.289000,0 days 02:06:47.306000,0 days 02:07:22.310000,278.0,307.0,292.0,297.0,False,HARD,13.0,True,RB,0 days 02:06:01.046000,2024-03-24 05:10:44.244,1,9.0,False,,False,True,81.303,81.303
399,0 days 02:08:43.634000,TSU,22,0 days 00:01:21.285000,50.0,3.0,,,28.3,18.041,34.944,0 days 02:07:50.610000,0 days 02:08:08.651000,0 days 02:08:43.595000,,305.0,291.0,296.0,False,HARD,14.0,True,RB,0 days 02:07:22.349000,2024-03-24 05:12:05.547,1,9.0,False,,False,True,81.285,81.285
400,0 days 02:10:05.202000,TSU,22,0 days 00:01:21.568000,51.0,3.0,,,28.22,18.095,35.253,0 days 02:09:11.815000,0 days 02:09:29.910000,0 days 02:10:05.163000,,304.0,291.0,297.0,False,HARD,15.0,True,RB,0 days 02:08:43.634000,2024-03-24 05:13:26.832,1,9.0,False,,False,True,81.568,81.568
